URL,Version,Status,OIDs,Name,Title,Description,Used
https://hl7.fr/ig/fhir/analyse-pharma/CodeSystem/fr-pharmaceutical-analysis-result-code,0.1.0-ballot,draft,,FrPharmaceuticalAnalysisResultCode,code system d'Interop'Santé - Codes de résultat d'analyse pharmaceutique,"Le système de codage pour le typage du résultat d'analyse pharmaceutique.",
https://hl7.fr/ig/fhir/analyse-pharma/CodeSystem/fr-pharmaceutical-intervention-devenir-code,0.1.0-ballot,draft,,FrPharmaceuticalInterventionDevenirCode,code system d'Interop'Santé - Codes de devenir de l'intervention pharmaceutique,"Le système de codage pour le typage du devenir l'intervention pharmaceutique.",
https://hl7.fr/ig/fhir/analyse-pharma/CodeSystem/fr-pharmaceutical-intervention-problem-code,0.1.0-ballot,draft,,FrPharmaceuticalInterventionProblemCode,code system d'Interop'Santé - Codes du problème identifié dans l'intervention pharmaceutique,"Le système de codage pour le typage du problème identifié dans l'intervention pharmaceutique.",
https://hl7.fr/ig/fhir/analyse-pharma/CodeSystem/fr-pharmaceutical-intervention-type-code,0.1.0-ballot,draft,,FrPharmaceuticalInterventionTypeCode,code system d'Interop'Santé - Codes du type d'intervention pharmaceutique,"Le système de codage pour le typage de l'intervention pharmaceutique.",
